;clip;id;movie;srt_name;video_name;graph_number;label;reason;fold
451;tt0212338scene-147.ss-1533.es-1535;tt0212338-147;tt0212338;scene-147.ss-1533.es-1535.srt;tt0212338_scene_147.mp4;-1;Hard Neg;['Clothes', 'Exp of  emotion'];8
452;tt0212338scene-148.ss-1536.es-1538;tt0212338-148;tt0212338;scene-148.ss-1536.es-1538.srt;tt0212338_scene_148.mp4;-1;Hard Neg;['Clothes', 'Exp of  emotion'];8
457;tt0212338scene-163.ss-1694.es-1712;tt0212338-163;tt0212338;scene-163.ss-1694.es-1712.srt;tt0212338_scene_163.avi;162;Hard Neg;['Activities'];6
458;tt0212338scene-164.ss-1713.es-1715;tt0212338-164;tt0212338;scene-164.ss-1713.es-1715.srt;tt0212338_scene_164.avi;163;Hard Neg;['Activities'];3
459;tt0212338scene-165.ss-1716.es-1734;tt0212338-165;tt0212338;scene-165.ss-1716.es-1734.srt;tt0212338_scene_165.avi;164;Hard Neg;['Activities'];6
460;tt0212338scene-166.ss-1735.es-1738;tt0212338-166;tt0212338;scene-166.ss-1735.es-1738.srt;tt0212338_scene_166.avi;165;Hard Neg;['Activities'];6
467;tt0467406scene-008.ss-0078.es-0101;tt0467406-008;tt0467406;scene-008.ss-0078.es-0101.srt;tt0467406_scene_8.avi;7;Sure;['Body', 'Appearance', 'Clothes'];4
468;tt0467406scene-009.ss-0102.es-0104;tt0467406-009;tt0467406;scene-009.ss-0102.es-0104.srt;tt0467406_scene_9.avi;8;Sure;['Body', 'Appearance', 'Clothes'];1
470;tt0467406scene-011.ss-0111.es-0117;tt0467406-011;tt0467406;scene-011.ss-0111.es-0117.srt;tt0467406_scene_11.mp4;-1;Sure;['Type of plan', 'Body'];0
471;tt0467406scene-012.ss-0118.es-0125;tt0467406-012;tt0467406;scene-012.ss-0118.es-0125.srt;tt0467406_scene_12.avi;11;Sure;['Type of plan', 'Body', 'Posture', 'Look'];3
472;tt0467406scene-013.ss-0125.es-0126;tt0467406-013;tt0467406;scene-013.ss-0125.es-0126.srt;tt0467406_scene_13.avi;-1;Sure;['Type of plan', 'Body', 'Look'];6
474;tt0467406scene-017.ss-0146.es-0155;tt0467406-017;tt0467406;scene-017.ss-0146.es-0155.srt;tt0467406_scene_17.avi;16;Sure;['Clothes', 'Posture'];3
475;tt0467406scene-018.ss-0156.es-0157;tt0467406-018;tt0467406;scene-018.ss-0156.es-0157.srt;tt0467406_scene_18.avi;17;Sure;['Body', 'Appearance', 'Clothes', 'Posture', 'Look', 'Exp of  emotion'];1
476;tt0467406scene-019.ss-0158.es-0159;tt0467406-019;tt0467406;scene-019.ss-0158.es-0159.srt;tt0467406_scene_19.avi;18;Sure;['Body', 'Appearance', 'Clothes', 'Posture', 'Look', 'Exp of  emotion'];8
477;tt0467406scene-025.ss-0185.es-0187;tt0467406-025;tt0467406;scene-025.ss-0185.es-0187.srt;tt0467406_scene_25.avi;24;Sure;['Type of plan', 'Body', 'Look', 'Exp of  emotion'];2
484;tt0467406scene-037.ss-0289.es-0292;tt0467406-037;tt0467406;scene-037.ss-0289.es-0292.srt;tt0467406_scene_37.avi;-1;Hard Neg;['Posture'];9
485;tt0467406scene-038.ss-0293.es-0309;tt0467406-038;tt0467406;scene-038.ss-0293.es-0309.srt;tt0467406_scene_38.avi;37;Hard Neg;['Clothes'];0
491;tt0467406scene-062.ss-0533.es-0535;tt0467406-062;tt0467406;scene-062.ss-0533.es-0535.srt;tt0467406_scene_62.mp4;-1;Sure;['Type of plan', 'Activities'];2
492;tt0467406scene-063.ss-0536.es-0537;tt0467406-063;tt0467406;scene-063.ss-0536.es-0537.srt;tt0467406_scene_63.avi;62;Sure;['Type of plan', 'Activities'];4
493;tt0467406scene-064.ss-0538.es-0544;tt0467406-064;tt0467406;scene-064.ss-0538.es-0544.srt;tt0467406_scene_64.avi;-1;Sure;['Type of plan', 'Look'];8
495;tt0467406scene-070.ss-0594.es-0598;tt0467406-070;tt0467406;scene-070.ss-0594.es-0598.srt;tt0467406_scene_70.mp4;-1;Hard Neg;['Type of plan'];5
502;tt0467406scene-088.ss-0747.es-0751;tt0467406-088;tt0467406;scene-088.ss-0747.es-0751.srt;tt0467406_scene_88.avi;87;Hard Neg;['Activities'];5
503;tt0467406scene-089.ss-0752.es-0756;tt0467406-089;tt0467406;scene-089.ss-0752.es-0756.srt;tt0467406_scene_89.avi;88;Hard Neg;['Look'];1
504;tt0467406scene-090.ss-0756.es-0765;tt0467406-090;tt0467406;scene-090.ss-0756.es-0765.srt;tt0467406_scene_90.avi;89;Hard Neg;['Look'];0
505;tt0467406scene-091.ss-0765.es-0769;tt0467406-091;tt0467406;scene-091.ss-0765.es-0769.srt;tt0467406_scene_91.avi;90;Hard Neg;['Look'];3
506;tt0467406scene-092.ss-0769.es-0775;tt0467406-092;tt0467406;scene-092.ss-0769.es-0775.srt;tt0467406_scene_92.avi;91;Hard Neg;['Look'];8
511;tt0467406scene-097.ss-0795.es-0796;tt0467406-097;tt0467406;scene-097.ss-0795.es-0796.srt;tt0467406_scene_97.avi;-1;Sure;['Look'];6
512;tt0467406scene-098.ss-0797.es-0799;tt0467406-098;tt0467406;scene-098.ss-0797.es-0799.srt;tt0467406_scene_98.mp4;-1;Sure;['Look'];8
514;tt0467406scene-103.ss-0833.es-0839;tt0467406-103;tt0467406;scene-103.ss-0833.es-0839.srt;tt0467406_scene_103.avi;102;Hard Neg;['Exp of  emotion'];4
515;tt0467406scene-104.ss-0841.es-0872;tt0467406-104;tt0467406;scene-104.ss-0841.es-0872.srt;tt0467406_scene_104.avi;103;Hard Neg;['Exp of  emotion'];8
516;tt0467406scene-105.ss-0873.es-0876;tt0467406-105;tt0467406;scene-105.ss-0873.es-0876.srt;tt0467406_scene_105.mp4;-1;Sure;['Appearance', 'Activities'];4
518;tt0467406scene-107.ss-0878.es-0886;tt0467406-107;tt0467406;scene-107.ss-0878.es-0886.srt;tt0467406_scene_107.avi;106;Sure;['Body', 'Posture'];4
519;tt0467406scene-108.ss-0886.es-0891;tt0467406-108;tt0467406;scene-108.ss-0886.es-0891.srt;tt0467406_scene_108.avi;107;Sure;['Type of plan', 'Body', 'Posture', 'Activities', 'Look', 'Exp of  emotion'];4
520;tt0467406scene-109.ss-0891.es-0900;tt0467406-109;tt0467406;scene-109.ss-0891.es-0900.srt;tt0467406_scene_109.avi;108;Sure;['Type of plan', 'Body', 'Posture', 'Activities', 'Look', 'Exp of  emotion'];3
521;tt0467406scene-110.ss-0901.es-0912;tt0467406-110;tt0467406;scene-110.ss-0901.es-0912.srt;tt0467406_scene_110.avi;109;Sure;['Type of plan', 'Body', 'Posture', 'Activities', 'Look', 'Exp of  emotion'];7
522;tt0467406scene-117.ss-0968.es-0973;tt0467406-117;tt0467406;scene-117.ss-0968.es-0973.srt;tt0467406_scene_117.mp4;-1;Hard Neg;['Exp of  emotion'];1
529;tt0467406scene-130.ss-1038.es-1043;tt0467406-130;tt0467406;scene-130.ss-1038.es-1043.srt;tt0467406_scene_130.avi;-1;Hard Neg;['Exp of  emotion'];8
530;tt0467406scene-131.ss-1043.es-1055;tt0467406-131;tt0467406;scene-131.ss-1043.es-1055.srt;tt0467406_scene_131.avi;130;Hard Neg;['Look'];6
532;tt0467406scene-133.ss-1065.es-1070;tt0467406-133;tt0467406;scene-133.ss-1065.es-1070.srt;tt0467406_scene_133.avi;132;Hard Neg;['Activities'];3
533;tt0467406scene-134.ss-1071.es-1071;tt0467406-134;tt0467406;scene-134.ss-1071.es-1071.srt;tt0467406_scene_134.avi;133;Hard Neg;['Activities'];1
534;tt0467406scene-135.ss-1072.es-1075;tt0467406-135;tt0467406;scene-135.ss-1072.es-1075.srt;tt0467406_scene_135.avi;134;Hard Neg;['Activities', 'Exp of  emotion'];9
535;tt0467406scene-136.ss-1076.es-1082;tt0467406-136;tt0467406;scene-136.ss-1076.es-1082.srt;tt0467406_scene_136.avi;135;Hard Neg;['Activities', 'Exp of  emotion'];5
536;tt0467406scene-137.ss-1083.es-1083;tt0467406-137;tt0467406;scene-137.ss-1083.es-1083.srt;tt0467406_scene_137.avi;136;Hard Neg;['Activities'];5
537;tt0467406scene-138.ss-1084.es-1085;tt0467406-138;tt0467406;scene-138.ss-1084.es-1085.srt;tt0467406_scene_138.avi;137;Hard Neg;['Posture'];8
538;tt0467406scene-139.ss-1085.es-1088;tt0467406-139;tt0467406;scene-139.ss-1085.es-1088.srt;tt0467406_scene_139.avi;138;Hard Neg;['Posture'];1
539;tt0467406scene-140.ss-1089.es-1089;tt0467406-140;tt0467406;scene-140.ss-1089.es-1089.srt;tt0467406_scene_140.avi;139;Hard Neg;['Exp of  emotion'];4
540;tt0467406scene-141.ss-1090.es-1093;tt0467406-141;tt0467406;scene-141.ss-1090.es-1093.srt;tt0467406_scene_141.avi;140;Hard Neg;['Activities'];8
541;tt0467406scene-142.ss-1093.es-1095;tt0467406-142;tt0467406;scene-142.ss-1093.es-1095.srt;tt0467406_scene_142.avi;-1;Hard Neg;['Activities'];9
542;tt0467406scene-143.ss-1095.es-1097;tt0467406-143;tt0467406;scene-143.ss-1095.es-1097.srt;tt0467406_scene_143.avi;142;Hard Neg;['Activities'];6
543;tt0467406scene-144.ss-1097.es-1098;tt0467406-144;tt0467406;scene-144.ss-1097.es-1098.srt;tt0467406_scene_144.mp4;-1;Hard Neg;['Activities'];9
545;tt0467406scene-146.ss-1100.es-1105;tt0467406-146;tt0467406;scene-146.ss-1100.es-1105.srt;tt0467406_scene_146.mp4;-1;Hard Neg;['Clothes', 'Activities'];8
546;tt0467406scene-147.ss-1105.es-1105;tt0467406-147;tt0467406;scene-147.ss-1105.es-1105.srt;tt0467406_scene_147.avi;146;Hard Neg;['Clothes', 'Activities'];9
552;tt0822832scene-005.ss-0044.es-0050;tt0822832-005;tt0822832;scene-005.ss-0044.es-0050.srt;tt0822832_scene_5.mp4;4;Hard Neg;['Appearance', 'Activities'];3
553;tt0822832scene-006.ss-0051.es-0052;tt0822832-006;tt0822832;scene-006.ss-0051.es-0052.srt;;-1;Hard Neg;['Appearance', 'Activities'];0
555;tt0822832scene-008.ss-0076.es-0085;tt0822832-008;tt0822832;scene-008.ss-0076.es-0085.srt;tt0822832_scene_8.mp4;7;Sure;['Type of plan', 'Body', 'Clothes'];0
556;tt0822832scene-009.ss-0086.es-0088;tt0822832-009;tt0822832;scene-009.ss-0086.es-0088.srt;;-1;Hard Neg;['Activities'];2
557;tt0822832scene-010.ss-0089.es-0096;tt0822832-010;tt0822832;scene-010.ss-0089.es-0096.srt;tt0822832_scene_10.mp4;9;Sure;['Type of plan', 'Body', 'Clothes'];7
558;tt0822832scene-011.ss-0097.es-0120;tt0822832-011;tt0822832;scene-011.ss-0097.es-0120.srt;tt0822832_scene_11.mp4;10;Sure;['Look'];6
559;tt0822832scene-012.ss-0121.es-0144;tt0822832-012;tt0822832;scene-012.ss-0121.es-0144.srt;tt0822832_scene_12.mp4;11;Hard Neg;['Type of plan'];9
560;tt0822832scene-013.ss-0145.es-0151;tt0822832-013;tt0822832;scene-013.ss-0145.es-0151.srt;tt0822832_scene_13.mp4;12;Hard Neg;['Clothes'];2
564;tt0822832scene-017.ss-0212.es-0222;tt0822832-017;tt0822832;scene-017.ss-0212.es-0222.srt;tt0822832_scene_17.mp4;16;Hard Neg;['Activities'];8
566;tt0822832scene-019.ss-0234.es-0248;tt0822832-019;tt0822832;scene-019.ss-0234.es-0248.srt;tt0822832_scene_19.mp4;18;Sure;['Body', 'Clothes', 'Activities'];7
568;tt0822832scene-021.ss-0276.es-0289;tt0822832-021;tt0822832;scene-021.ss-0276.es-0289.srt;tt0822832_scene_21.mp4;20;Hard Neg;['Clothes'];0
569;tt0822832scene-022.ss-0290.es-0306;tt0822832-022;tt0822832;scene-022.ss-0290.es-0306.srt;tt0822832_scene_22.mp4;21;Hard Neg;['Activities'];0
570;tt0822832scene-023.ss-0307.es-0308;tt0822832-023;tt0822832;scene-023.ss-0307.es-0308.srt;tt0822832_scene_23.mp4;22;Hard Neg;['Activities'];5
571;tt0822832scene-024.ss-0309.es-0312;tt0822832-024;tt0822832;scene-024.ss-0309.es-0312.srt;;-1;Hard Neg;['Activities'];0
572;tt0822832scene-025.ss-0313.es-0356;tt0822832-025;tt0822832;scene-025.ss-0313.es-0356.srt;tt0822832_scene_25.mp4;24;Hard Neg;['Clothes'];7
579;tt0822832scene-040.ss-0685.es-0688;tt0822832-040;tt0822832;scene-040.ss-0685.es-0688.srt;tt0822832_scene_40.mp4;39;Hard Neg;['Clothes'];7
580;tt0822832scene-041.ss-0689.es-0712;tt0822832-041;tt0822832;scene-041.ss-0689.es-0712.srt;tt0822832_scene_41.mp4;40;Sure;['Type of plan', 'Body', 'Posture'];8
581;tt0822832scene-042.ss-0713.es-0742;tt0822832-042;tt0822832;scene-042.ss-0713.es-0742.srt;tt0822832_scene_42.mp4;41;Hard Neg;['Exp of  emotion'];0
582;tt0822832scene-043.ss-0743.es-0759;tt0822832-043;tt0822832;scene-043.ss-0743.es-0759.srt;tt0822832_scene_43.mp4;42;Hard Neg;['Exp of  emotion'];3
583;tt0822832scene-045.ss-0761.es-0765;tt0822832-045;tt0822832;scene-045.ss-0761.es-0765.srt;tt0822832_scene_45.mp4;44;Hard Neg;['Exp of  emotion'];2
585;tt0822832scene-047.ss-0783.es-0807;tt0822832-047;tt0822832;scene-047.ss-0783.es-0807.srt;tt0822832_scene_47.mp4;46;Sure;['Type of plan', 'Body', 'Appearance', 'Clothes', 'Activities'];9
586;tt0822832scene-048.ss-0808.es-0829;tt0822832-048;tt0822832;scene-048.ss-0808.es-0829.srt;tt0822832_scene_48.mp4;47;Hard Neg;['Body', 'Appearance'];0
587;tt0822832scene-049.ss-0830.es-0839;tt0822832-049;tt0822832;scene-049.ss-0830.es-0839.srt;tt0822832_scene_49.mp4;48;Hard Neg;['Body', 'Appearance'];5
591;tt0822832scene-053.ss-0863.es-0865;tt0822832-053;tt0822832;scene-053.ss-0863.es-0865.srt;tt0822832_scene_53.mp4;52;Hard Neg;['Body', 'Activities'];9
593;tt0822832scene-056.ss-0913.es-0916;tt0822832-056;tt0822832;scene-056.ss-0913.es-0916.srt;;-1;Sure;['Body', 'Clothes', 'Activities', 'Exp of  emotion'];0
594;tt0822832scene-057.ss-0917.es-0924;tt0822832-057;tt0822832;scene-057.ss-0917.es-0924.srt;tt0822832_scene_57.mp4;56;Sure;['Body', 'Clothes', 'Activities', 'Exp of  emotion'];6
595;tt0822832scene-058.ss-0925.es-0925;tt0822832-058;tt0822832;scene-058.ss-0925.es-0925.srt;tt0822832_scene_58.mp4;57;Sure;['Body', 'Clothes', 'Activities', 'Exp of  emotion'];1
596;tt0822832scene-059.ss-0926.es-0926;tt0822832-059;tt0822832;scene-059.ss-0926.es-0926.srt;;-1;Hard Neg;['Activities'];4
597;tt0822832scene-060.ss-0927.es-0929;tt0822832-060;tt0822832;scene-060.ss-0927.es-0929.srt;tt0822832_scene_60.mp4;59;Hard Neg;['Activities'];4
598;tt0822832scene-061.ss-0930.es-0930;tt0822832-061;tt0822832;scene-061.ss-0930.es-0930.srt;;-1;Hard Neg;['Activities'];9
602;tt0822832scene-067.ss-0988.es-0995;tt0822832-067;tt0822832;scene-067.ss-0988.es-0995.srt;;-1;Hard Neg;['Activities'];1
611;tt0822832scene-080.ss-1151.es-1161;tt0822832-080;tt0822832;scene-080.ss-1151.es-1161.srt;tt0822832_scene_80.mp4;79;Sure;['Type of plan', 'Body', 'Clothes'];4
612;tt0822832scene-081.ss-1162.es-1173;tt0822832-081;tt0822832;scene-081.ss-1162.es-1173.srt;tt0822832_scene_81.mp4;80;Sure;['Type of plan', 'Body', 'Clothes'];6
613;tt0822832scene-082.ss-1174.es-1193;tt0822832-082;tt0822832;scene-082.ss-1174.es-1193.srt;tt0822832_scene_82.mp4;81;Sure;['Type of plan', 'Body', 'Clothes'];1
614;tt0822832scene-083.ss-1194.es-1212;tt0822832-083;tt0822832;scene-083.ss-1194.es-1212.srt;tt0822832_scene_83.mp4;82;Sure;['Type of plan', 'Body', 'Clothes'];4
615;tt0822832scene-084.ss-1213.es-1215;tt0822832-084;tt0822832;scene-084.ss-1213.es-1215.srt;;-1;Hard Neg;['Activities'];7
616;tt0822832scene-085.ss-1216.es-1220;tt0822832-085;tt0822832;scene-085.ss-1216.es-1220.srt;tt0822832_scene_85.mp4;84;Hard Neg;['Activities'];8
617;tt0822832scene-086.ss-1221.es-1254;tt0822832-086;tt0822832;scene-086.ss-1221.es-1254.srt;tt0822832_scene_86.mp4;85;Sure;['Type of plan', 'Body', 'Look'];4
618;tt0822832scene-087.ss-1255.es-1255;tt0822832-087;tt0822832;scene-087.ss-1255.es-1255.srt;;-1;Sure;['Type of plan', 'Body', 'Clothes', 'Posture', 'Activities', 'Look', 'Exp of  emotion'];5
620;tt0822832scene-089.ss-1267.es-1276;tt0822832-089;tt0822832;scene-089.ss-1267.es-1276.srt;;-1;Hard Neg;['Clothes'];6
621;tt0822832scene-090.ss-1277.es-1277;tt0822832-090;tt0822832;scene-090.ss-1277.es-1277.srt;tt0822832_scene_90.mp4;89;Hard Neg;['Clothes'];0
622;tt0822832scene-091.ss-1278.es-1279;tt0822832-091;tt0822832;scene-091.ss-1278.es-1279.srt;tt0822832_scene_91.mp4;90;Hard Neg;['Activities'];5
623;tt0822832scene-092.ss-1280.es-1292;tt0822832-092;tt0822832;scene-092.ss-1280.es-1292.srt;tt0822832_scene_92.mp4;91;Hard Neg;['Activities'];5
627;tt0822832scene-096.ss-1324.es-1337;tt0822832-096;tt0822832;scene-096.ss-1324.es-1337.srt;tt0822832_scene_96.mp4;95;Hard Neg;['Activities'];8
629;tt0822832scene-098.ss-1348.es-1354;tt0822832-098;tt0822832;scene-098.ss-1348.es-1354.srt;tt0822832_scene_98.mp4;97;Hard Neg;['Type of plan', 'Clothes'];4
630;tt0822832scene-099.ss-1355.es-1361;tt0822832-099;tt0822832;scene-099.ss-1355.es-1361.srt;;-1;Hard Neg;['Type of plan', 'Clothes'];5
632;tt0822832scene-101.ss-1385.es-1386;tt0822832-101;tt0822832;scene-101.ss-1385.es-1386.srt;;100;Hard Neg;['Activities'];7
642;tt0822832scene-111.ss-1476.es-1481;tt0822832-111;tt0822832;scene-111.ss-1476.es-1481.srt;tt0822832_scene_111.mp4;110;Sure;['Type of plan', 'Body', 'Clothes'];0
643;tt0822832scene-112.ss-1482.es-1485;tt0822832-112;tt0822832;scene-112.ss-1482.es-1485.srt;tt0822832_scene_112.mp4;111;Sure;['Type of plan', 'Body', 'Clothes'];4
644;tt0822832scene-113.ss-1486.es-1493;tt0822832-113;tt0822832;scene-113.ss-1486.es-1493.srt;tt0822832_scene_113.mp4;112;Sure;['Type of plan', 'Body'];4
649;tt0822832scene-118.ss-1541.es-1562;tt0822832-118;tt0822832;scene-118.ss-1541.es-1562.srt;tt0822832_scene_118.mp4;117;Hard Neg;['Exp of  emotion'];7
650;tt0822832scene-119.ss-1563.es-1569;tt0822832-119;tt0822832;scene-119.ss-1563.es-1569.srt;;-1;Hard Neg;['Activities', 'Look'];9
662;tt1045658scene-017.ss-0097.es-0105;tt1045658-017;tt1045658;scene-017.ss-0097.es-0105.srt;tt1045658_scene_17.mkv;16;Hard Neg;['Type of plan', 'Posture', 'Exp of  emotion'];5
663;tt1045658scene-018.ss-0106.es-0106;tt1045658-018;tt1045658;scene-018.ss-0106.es-0106.srt;tt1045658_scene_18.mp4;-1;Hard Neg;['Type of plan', 'Posture', 'Exp of  emotion'];3
664;tt1045658scene-019.ss-0107.es-0123;tt1045658-019;tt1045658;scene-019.ss-0107.es-0123.srt;tt1045658_scene_19.mkv;18;Sure;['Activities'];2
668;tt1045658scene-024.ss-0176.es-0195;tt1045658-024;tt1045658;scene-024.ss-0176.es-0195.srt;tt1045658_scene_24.mkv;23;Sure;['Type of plan', 'Body', 'Look'];3
674;tt1045658scene-031.ss-0242.es-0253;tt1045658-031;tt1045658;scene-031.ss-0242.es-0253.srt;tt1045658_scene_31.mkv;30;Hard Neg;['Posture'];8
675;tt1045658scene-034.ss-0274.es-0278;tt1045658-034;tt1045658;scene-034.ss-0274.es-0278.srt;tt1045658_scene_34.mkv;33;Hard Neg;['Type of plan', 'Exp of  emotion'];0
676;tt1045658scene-035.ss-0279.es-0286;tt1045658-035;tt1045658;scene-035.ss-0279.es-0286.srt;tt1045658_scene_35.mkv;34;Hard Neg;['Type of plan', 'Exp of  emotion'];4
677;tt1045658scene-036.ss-0287.es-0296;tt1045658-036;tt1045658;scene-036.ss-0287.es-0296.srt;tt1045658_scene_36.mkv;35;Hard Neg;['Type of plan', 'Appearance', 'Exp of  emotion'];6
678;tt1045658scene-038.ss-0311.es-0317;tt1045658-038;tt1045658;scene-038.ss-0311.es-0317.srt;tt1045658_scene_38.mkv;37;Hard Neg;['Appearance', 'Clothes', 'Activities'];4
679;tt1045658scene-040.ss-0325.es-0335;tt1045658-040;tt1045658;scene-040.ss-0325.es-0335.srt;tt1045658_scene_40.mkv;39;Sure;['Type of plan', 'Body', 'Posture', 'Look'];4
680;tt1045658scene-041.ss-0336.es-0353;tt1045658-041;tt1045658;scene-041.ss-0336.es-0353.srt;tt1045658_scene_41.mkv;40;Sure;['Type of plan', 'Body', 'Clothes', 'Look'];9
684;tt1045658scene-047.ss-0401.es-0413;tt1045658-047;tt1045658;scene-047.ss-0401.es-0413.srt;tt1045658_scene_47.mkv;46;Sure;['Activities'];3
685;tt1045658scene-048.ss-0414.es-0418;tt1045658-048;tt1045658;scene-048.ss-0414.es-0418.srt;tt1045658_scene_48.mkv;47;Sure;['Posture', 'Exp of  emotion'];5
686;tt1045658scene-049.ss-0419.es-0432;tt1045658-049;tt1045658;scene-049.ss-0419.es-0432.srt;tt1045658_scene_49.mkv;48;Sure;['Posture', 'Exp of  emotion'];3
687;tt1045658scene-050.ss-0433.es-0440;tt1045658-050;tt1045658;scene-050.ss-0433.es-0440.srt;tt1045658_scene_50.mkv;49;Sure;['Posture', 'Exp of  emotion'];7
688;tt1045658scene-051.ss-0441.es-0468;tt1045658-051;tt1045658;scene-051.ss-0441.es-0468.srt;tt1045658_scene_51.mkv;50;Hard Neg;['Posture'];7
689;tt1045658scene-052.ss-0469.es-0469;tt1045658-052;tt1045658;scene-052.ss-0469.es-0469.srt;tt1045658_scene_52.mp4;-1;Hard Neg;['Posture'];4
690;tt1045658scene-053.ss-0470.es-0482;tt1045658-053;tt1045658;scene-053.ss-0470.es-0482.srt;tt1045658_scene_53.mkv;52;Sure;['Body', 'Appearance', 'Activities'];5
691;tt1045658scene-054.ss-0483.es-0503;tt1045658-054;tt1045658;scene-054.ss-0483.es-0503.srt;tt1045658_scene_54.mkv;53;Sure;['Body', 'Appearance', 'Activities'];2
694;tt1045658scene-059.ss-0549.es-0550;tt1045658-059;tt1045658;scene-059.ss-0549.es-0550.srt;tt1045658_scene_59.mkv;58;Hard Neg;['Activities'];2
695;tt1045658scene-060.ss-0551.es-0564;tt1045658-060;tt1045658;scene-060.ss-0551.es-0564.srt;tt1045658_scene_60.mkv;59;Hard Neg;['Clothes'];2
699;tt1045658scene-067.ss-0614.es-0621;tt1045658-067;tt1045658;scene-067.ss-0614.es-0621.srt;tt1045658_scene_67.mkv;66;Sure;['Type of plan', 'Posture', 'Look'];3
701;tt1045658scene-069.ss-0624.es-0635;tt1045658-069;tt1045658;scene-069.ss-0624.es-0635.srt;tt1045658_scene_69.mkv;68;Sure;['Body', 'Clothes'];8
702;tt1045658scene-070.ss-0636.es-0642;tt1045658-070;tt1045658;scene-070.ss-0636.es-0642.srt;tt1045658_scene_70.mkv;69;Sure;['Body', 'Clothes'];1
703;tt1045658scene-071.ss-0643.es-0648;tt1045658-071;tt1045658;scene-071.ss-0643.es-0648.srt;tt1045658_scene_71.mkv;70;Sure;['Body', 'Clothes'];8
705;tt1045658scene-073.ss-0668.es-0671;tt1045658-073;tt1045658;scene-073.ss-0668.es-0671.srt;tt1045658_scene_73.mkv;72;Sure;['Body', 'Appearance', 'Clothes'];1
706;tt1045658scene-074.ss-0672.es-0692;tt1045658-074;tt1045658;scene-074.ss-0672.es-0692.srt;tt1045658_scene_74.mkv;73;Sure;['Body', 'Appearance', 'Clothes'];6
707;tt1045658scene-075.ss-0693.es-0703;tt1045658-075;tt1045658;scene-075.ss-0693.es-0703.srt;tt1045658_scene_75.mkv;74;Sure;['Type of plan', 'Body', 'Appearance', 'Clothes'];5
708;tt1045658scene-076.ss-0704.es-0708;tt1045658-076;tt1045658;scene-076.ss-0704.es-0708.srt;tt1045658_scene_76.mkv;75;Sure;['Type of plan', 'Body', 'Appearance', 'Clothes'];0
709;tt1045658scene-077.ss-0709.es-0719;tt1045658-077;tt1045658;scene-077.ss-0709.es-0719.srt;tt1045658_scene_77.mkv;76;Hard Neg;['Exp of  emotion'];3
710;tt1045658scene-078.ss-0720.es-0731;tt1045658-078;tt1045658;scene-078.ss-0720.es-0731.srt;tt1045658_scene_78.mkv;77;Sure;['Posture'];2
711;tt1045658scene-079.ss-0732.es-0739;tt1045658-079;tt1045658;scene-079.ss-0732.es-0739.srt;tt1045658_scene_79.mkv;78;Sure;['Type of plan', 'Body', 'Appearance'];4
712;tt1045658scene-080.ss-0740.es-0754;tt1045658-080;tt1045658;scene-080.ss-0740.es-0754.srt;tt1045658_scene_80.mkv;79;Sure;['Activities'];3
713;tt1045658scene-081.ss-0755.es-0770;tt1045658-081;tt1045658;scene-081.ss-0755.es-0770.srt;tt1045658_scene_81.mkv;80;Sure;['Activities'];3
714;tt1045658scene-084.ss-0800.es-0810;tt1045658-084;tt1045658;scene-084.ss-0800.es-0810.srt;tt1045658_scene_84.mkv;83;Hard Neg;['Appearance', 'Clothes'];8
715;tt1045658scene-085.ss-0811.es-0819;tt1045658-085;tt1045658;scene-085.ss-0811.es-0819.srt;tt1045658_scene_85.mkv;84;Hard Neg;['Body'];2
716;tt1045658scene-087.ss-0830.es-0835;tt1045658-087;tt1045658;scene-087.ss-0830.es-0835.srt;tt1045658_scene_87.mkv;86;Sure;['Type of plan', 'Look'];7
717;tt1045658scene-089.ss-0854.es-0865;tt1045658-089;tt1045658;scene-089.ss-0854.es-0865.srt;tt1045658_scene_89.mkv;88;Hard Neg;['Posture'];0
718;tt1045658scene-090.ss-0866.es-0870;tt1045658-090;tt1045658;scene-090.ss-0866.es-0870.srt;tt1045658_scene_90.mkv;89;Hard Neg;['Posture'];8
719;tt1045658scene-091.ss-0871.es-0889;tt1045658-091;tt1045658;scene-091.ss-0871.es-0889.srt;tt1045658_scene_91.mkv;90;Hard Neg;['Posture'];3
721;tt1045658scene-096.ss-0932.es-0949;tt1045658-096;tt1045658;scene-096.ss-0932.es-0949.srt;tt1045658_scene_96.mkv;95;Hard Neg;['Posture'];8
722;tt1045658scene-098.ss-0958.es-0960;tt1045658-098;tt1045658;scene-098.ss-0958.es-0960.srt;tt1045658_scene_98.mkv;97;Hard Neg;['Type of plan', 'Look'];9
724;tt1045658scene-100.ss-0964.es-0969;tt1045658-100;tt1045658;scene-100.ss-0964.es-0969.srt;tt1045658_scene_100.mp4;99;Sure;['Type of plan', 'Body'];0
725;tt1045658scene-101.ss-0970.es-0980;tt1045658-101;tt1045658;scene-101.ss-0970.es-0980.srt;tt1045658_scene_101.mkv;100;Sure;['Type of plan', 'Body'];5
726;tt1045658scene-102.ss-0981.es-0985;tt1045658-102;tt1045658;scene-102.ss-0981.es-0985.srt;tt1045658_scene_102.mp4;101;Sure;['Body', 'Look'];2
727;tt1045658scene-103.ss-0986.es-0994;tt1045658-103;tt1045658;scene-103.ss-0986.es-0994.srt;tt1045658_scene_103.mkv;102;Sure;['Type of plan', 'Body', 'Appearance', 'Posture', 'Look'];2
